row_number,prompt,ground_truth_path,final_template_path,success,failure_reason,error_message,failed_at_stage,total_iterations,highest_feedback_level,coverage_percentage,accuracy_percentage,checkov_pass_user_intent,checkov_validation_details,checkov_pass_security,checkov_pass_security_percentage,checkov_security_details
113,"We need a CloudFormation template that creates an EventBridge rule with an SNS topic. The template should provision an SNS topic and an EventBridge rule that matches events from a predefined source (demo.cli). It must configure the EventBridge rule to forward matched events to the SNS topic, along with a topic policy granting EventBridge permissions to publish messages. ",groud_truth\template\sns_with_events.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_113_update_1_template_20250407_121251.yaml,TRUE,,,,1,,100,100,,,FALSE,0,"{'total_checks': 1, 'passed_checks': 0, 'failed_checks': 1, 'pass_percentage': 0.0, 'failed_check_details': [{'id': 'CKV_AWS_26', 'name': 'Ensure all data stored in the SNS topic is encrypted', 'resource': 'AWS::SNS::Topic.EventNotificationTopic'}]}"
114,"We need a CloudFormation template that creates an AWS B2B Data Interchange (B2BI) pipeline for transforming EDI X12_214 documents into JSON, which automates electronic data interchange workflows for business partners. The template should provision a B2BI profile with business contact details (name, email, phone) and a transformer resource defining the mapping logic to convert EDI transactions into structured JSON. It must configure an input S3 bucket to receive raw EDI files and an output S3 bucket to store transformed JSON data. ",groud_truth\template\b2bi.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_114_update_8_template_20250407_121619.yaml,TRUE,,,,8,moderate,50,50,,,FALSE,58.82,"{'total_checks': 34, 'passed_checks': 20, 'failed_checks': 14, 'pass_percentage': 58.82, 'failed_check_details': [{'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.InputBucket'}, {'id': 'CKV_AWS_53', 'name': 'Ensure S3 bucket has block public ACLs enabled', 'resource': 'AWS::S3::Bucket.InputBucket'}, {'id': 'CKV_AWS_54', 'name': 'Ensure S3 bucket has block public policy enabled', 'resource': 'AWS::S3::Bucket.InputBucket'}, {'id': 'CKV_AWS_55', 'name': 'Ensure S3 bucket has ignore public ACLs enabled', 'resource': 'AWS::S3::Bucket.InputBucket'}, {'id': 'CKV_AWS_56', 'name': 'Ensure S3 bucket has RestrictPublicBuckets enabled', 'resource': 'AWS::S3::Bucket.InputBucket'}, {'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.OutputBucket'}, {'id': 'CKV_AWS_53', 'name': 'Ensure S3 bucket has block public ACLs enabled', 'resource': 'AWS::S3::Bucket.OutputBucket'}, {'id': 'CKV_AWS_54', 'name': 'Ensure S3 bucket has block public policy enabled', 'resource': 'AWS::S3::Bucket.OutputBucket'}, {'id': 'CKV_AWS_55', 'name': 'Ensure S3 bucket has ignore public ACLs enabled', 'resource': 'AWS::S3::Bucket.OutputBucket'}, {'id': 'CKV_AWS_56', 'name': 'Ensure S3 bucket has RestrictPublicBuckets enabled', 'resource': 'AWS::S3::Bucket.OutputBucket'}, {'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.TransformFunction'}, {'id': 'CKV_AWS_173', 'name': 'Check encryption settings for Lambda environment variable', 'resource': 'AWS::Lambda::Function.TransformFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.TransformFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.TransformFunction'}]}"
115,"We need a CloudFormation template that creates an automated monitoring and alerting system for AWS Secrets Manager activities, which sends email notifications for critical secret lifecycle events. The template should provision an EventBridge rule to detect Secrets Manager API calls and route these events to an SNS topic. ",groud_truth\template\sns-secretsmanager.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_115_update_4_template_20250407_121816.yaml,TRUE,,,,4,moderate,100,60,,,FALSE,90,"{'total_checks': 10, 'passed_checks': 9, 'failed_checks': 1, 'pass_percentage': 90.0, 'failed_check_details': [{'id': 'CKV_AWS_26', 'name': 'Ensure all data stored in the SNS topic is encrypted', 'resource': 'AWS::SNS::Topic.SecretManagerMonitoringTopic'}]}"
116,"We need a CloudFormation template that creates an SNS-to-SQS fanout system with filtered message routing, which enables scalable and selective message processing for different metric types (e.g., temperature, humidity). The template should provision a central SNS topic and three SQS queues: one for **all metrics**, and two filtered queues (`TemperatureSqsQueue`, `HumiditySqsQueue`) that receive only messages tagged with specific attributes (`MetricType: Temperature` or `Humidity`). Each queue includes a dead-letter queue to handle message processing failures. ",groud_truth\template\sns_with_sqs.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_116_update_1_template_20250407_121956.yaml,TRUE,,,,1,,100,84.61538462,,,FALSE,0,"{'total_checks': 7, 'passed_checks': 0, 'failed_checks': 7, 'pass_percentage': 0.0, 'failed_check_details': [{'id': 'CKV_AWS_26', 'name': 'Ensure all data stored in the SNS topic is encrypted', 'resource': 'AWS::SNS::Topic.MetricsTopic'}, {'id': 'CKV_AWS_27', 'name': 'Ensure all data stored in the SQS queue is encrypted', 'resource': 'AWS::SQS::Queue.AllMetricsDLQ'}, {'id': 'CKV_AWS_27', 'name': 'Ensure all data stored in the SQS queue is encrypted', 'resource': 'AWS::SQS::Queue.TemperatureDLQ'}, {'id': 'CKV_AWS_27', 'name': 'Ensure all data stored in the SQS queue is encrypted', 'resource': 'AWS::SQS::Queue.HumidityDLQ'}, {'id': 'CKV_AWS_27', 'name': 'Ensure all data stored in the SQS queue is encrypted', 'resource': 'AWS::SQS::Queue.AllMetricsSqsQueue'}, {'id': 'CKV_AWS_27', 'name': 'Ensure all data stored in the SQS queue is encrypted', 'resource': 'AWS::SQS::Queue.TemperatureSqsQueue'}, {'id': 'CKV_AWS_27', 'name': 'Ensure all data stored in the SQS queue is encrypted', 'resource': 'AWS::SQS::Queue.HumiditySqsQueue'}]}"
117,"We need a CloudFormation template that creates an event-driven integration between DynamoDB streams and EventBridge, which routes real-time database changes (inserts and updates) to a centralized event bus for downstream processing. The template should provision a DynamoDB table with streaming enabled to capture item modifications, an EventBridge event bus, and two EventBridge Pipes to filter and forward specific events (e.g., `INSERT` for new orders, `MODIFY` for updates) to the bus. ",groud_truth\template\DynamoDB_to_EventBridge.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_117_update_3_template_20250413_170645.yaml,TRUE,,,,3,simple,83.33333333,83.33333333,,,FALSE,85.71,"{'total_checks': 14, 'passed_checks': 12, 'failed_checks': 2, 'pass_percentage': 85.71, 'failed_check_details': [{'id': 'CKV_AWS_28', 'name': 'Ensure DynamoDB point in time recovery (backup) is enabled', 'resource': 'AWS::DynamoDB::Table.DynamoDBTable'}, {'id': 'CKV_AWS_119', 'name': 'Ensure DynamoDB Tables are encrypted using a KMS Customer Managed CMK', 'resource': 'AWS::DynamoDB::Table.DynamoDBTable'}]}"
118,"We need a CloudFormation template that creates an EventBridge Pipes workflow to enrich SQS messages with external API data and log results, which automates data augmentation and monitoring for event-driven systems. The template should provision an SQS queue as the event source, an API destination (https://api.zippopotam.us/us/*), and a CloudWatch Log Group as the target. It must define an IAM role granting EventBridge Pipes permissions to read messages from SQS, invoke the API destination, and write enriched logs to CloudWatch. The EventBridge Pipe enriches messages by dynamically appending API data (e.g., fetching location details using a zip code from the message body) before forwarding results to logs. ",groud_truth\template\EventBridge_Pipes_with_API_destinations.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_118_update_6_template_20250413_171055.yaml,TRUE,,,,6,moderate,57.14285714,100,,,FALSE,71.43,"{'total_checks': 7, 'passed_checks': 5, 'failed_checks': 2, 'pass_percentage': 71.43, 'failed_check_details': [{'id': 'CKV_AWS_27', 'name': 'Ensure all data stored in the SQS queue is encrypted', 'resource': 'AWS::SQS::Queue.EnrichmentQueue'}, {'id': 'CKV_AWS_158', 'name': 'Ensure that CloudWatch Log Group is encrypted by KMS', 'resource': 'AWS::Logs::LogGroup.EnrichmentLogGroup'}]}"
119,"We need a CloudFormation template that creates an EventBridge-to-Kinesis integration for real-time event streaming, which routes application-generated events to a Kinesis data stream for scalable processing or analytics. The template should provision an EventBridge event bus to capture events from a defined source (`my-application`), a Kinesis stream to ingest and buffer these events, and an IAM role granting EventBridge permissions to publish records to Kinesis. ",groud_truth\template\event-kinesis.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_119_update_1_template_20250413_171230.yaml,TRUE,,,,1,,100,80,,,FALSE,90.91,"{'total_checks': 11, 'passed_checks': 10, 'failed_checks': 1, 'pass_percentage': 90.91, 'failed_check_details': [{'id': 'CKV_AWS_43', 'name': 'Ensure Kinesis Stream is securely encrypted', 'resource': 'AWS::Kinesis::Stream.KinesisStream'}]}"
120,"We need a CloudFormation template that creates an event-driven AWS Batch job processing pipeline integrated with SQS and EventBridge Pipes, which automates the execution of containerized tasks in response to specific messages (e.g., ""OrderCreated""). The template should provision an SQS queue as the event source, an AWS Batch environment with a job queue and job definition, and an EventBridge Pipe to filter messages and trigger Batch jobs. Security configurations include IAM roles for Batch, Pipes, and ECS execution, along with VPC private subnets and security groups to isolate compute resources. ",groud_truth\template\sqs-pipes-batch-service.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_120_update_16_template_20250414_073234.yaml,TRUE,,,,16,advanced,85.71428571,44.44444444,,,FALSE,88.89,"{'total_checks': 36, 'passed_checks': 32, 'failed_checks': 4, 'pass_percentage': 88.89, 'failed_check_details': [{'id': 'CKV_AWS_27', 'name': 'Ensure all data stored in the SQS queue is encrypted', 'resource': 'AWS::SQS::Queue.EventQueue'}, {'id': 'CKV_AWS_27', 'name': 'Ensure all data stored in the SQS queue is encrypted', 'resource': 'AWS::SQS::Queue.EventQueueDLQ'}, {'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.BatchSecurityGroup'}, {'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::Role.PipesRole'}]}"
121,"We need a CloudFormation template that creates a scheduled automation workflow using EventBridge Scheduler and AWS Systems Manager (SSM), which executes cross-platform scripts on tagged EC2 instances at regular intervals. The template should provision Linux and Windows EC2 instances (with SSM agent roles), an SSM document defining OS-specific commands (e.g., echoing ""Hello World!""), and an SSM State Manager Association to target instances tagged with `HelloWorld: true`. It must configure an EventBridge Schedule to trigger the SSM Association every 15 minutes, using an IAM role with permissions to invoke SSM actions. Security requirements include IAM roles for EC2 instances (with SSM/S3 access) and EventBridge, along with an S3 bucket to store execution logs. Outputs provide instance IDs, log bucket name, and schedule ARN for monitoring. ",groud_truth\template\eventbridge-schedule-to-ssm.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_121_update_14_template_20250515_153811.yaml,TRUE,,,,14,advanced,100,50,,,FALSE,72.73,"{'total_checks': 33, 'passed_checks': 24, 'failed_checks': 9, 'pass_percentage': 72.73, 'failed_check_details': [{'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.LogBucket'}, {'id': 'CKV_AWS_53', 'name': 'Ensure S3 bucket has block public ACLs enabled', 'resource': 'AWS::S3::Bucket.LogBucket'}, {'id': 'CKV_AWS_54', 'name': 'Ensure S3 bucket has block public policy enabled', 'resource': 'AWS::S3::Bucket.LogBucket'}, {'id': 'CKV_AWS_55', 'name': 'Ensure S3 bucket has ignore public ACLs enabled', 'resource': 'AWS::S3::Bucket.LogBucket'}, {'id': 'CKV_AWS_56', 'name': 'Ensure S3 bucket has RestrictPublicBuckets enabled', 'resource': 'AWS::S3::Bucket.LogBucket'}, {'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::Role.SchedulerRole'}, {'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.EC2SecurityGroup'}, {'id': 'CKV_AWS_24', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 22', 'resource': 'AWS::EC2::SecurityGroup.EC2SecurityGroup'}, {'id': 'CKV_AWS_25', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 3389', 'resource': 'AWS::EC2::SecurityGroup.EC2SecurityGroup'}]}"
122,"We need a CloudFormation template that creates an EventBridge integration with Shopify¡¯s product creation API, which automates product updates in Shopify based on application events. The template should provision an EventBridge event bus to capture events from a specified source (`MyShopifyApp`), configure an API destination targeting Shopify¡¯s product creation endpoint, and authenticate requests using a Shopify admin API key (provided as a parameter). The name for the myshopify shop is testanu.",groud_truth\template\ShopifyAPIDestination.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_122_update_6_template_20250414_091108.yaml,TRUE,,,,6,moderate,83.33333333,100,,,FALSE,88.89,"{'total_checks': 9, 'passed_checks': 8, 'failed_checks': 1, 'pass_percentage': 88.89, 'failed_check_details': [{'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::Role.EventBridgeRole'}]}"
123,"We need a CloudFormation template that creates an EventBridge integration with Stripe's product API, which automates product creation in Stripe based on application events. The template should provision an EventBridge event bus to capture events from a specified source (`PartnerApp` with `PartnerAppDetailType`), configure an API destination targeting Stripe's endpoint (https://api.stripe.com/v1/products), and authenticate requests using an API key (provided via parameters) in the `Authorization` header. ",groud_truth\template\stripe.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_123_update_7_template_20250414_091447.yaml,TRUE,,,,7,moderate,71.42857143,100,,,FALSE,88.89,"{'total_checks': 9, 'passed_checks': 8, 'failed_checks': 1, 'pass_percentage': 88.89, 'failed_check_details': [{'id': 'CKV_AWS_111', 'name': 'Ensure IAM policies does not allow write access without constraints', 'resource': 'AWS::IAM::Role.EventBridgeRole'}]}"
124,"We need a CloudFormation template that creates a secure REST API Gateway integrated with Amazon DynamoDB for managing music data, which enables CRUD operations (Create/Read) through HTTP endpoints. The template should provision a DynamoDB table (`Music`) with a global secondary index (`Artist-Index`) for querying by artist, and an API Gateway with two methods: a **POST** endpoint to add music entries (artist, album) and a **GET** endpoint to retrieve entries by artist. Security requirements include API key authentication, IAM roles for API Gateway to access DynamoDB, and a usage plan with rate limiting/throttling to control traffic.",groud_truth\template\api_with_dynamoDB.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_124_update_3_template_20250414_091724.yaml,TRUE,,,,3,simple,90.90909091,90.90909091,,,FALSE,68.75,"{'total_checks': 16, 'passed_checks': 11, 'failed_checks': 5, 'pass_percentage': 68.75, 'failed_check_details': [{'id': 'CKV_AWS_28', 'name': 'Ensure DynamoDB point in time recovery (backup) is enabled', 'resource': 'AWS::DynamoDB::Table.MusicTable'}, {'id': 'CKV_AWS_119', 'name': 'Ensure DynamoDB Tables are encrypted using a KMS Customer Managed CMK', 'resource': 'AWS::DynamoDB::Table.MusicTable'}, {'id': 'CKV_AWS_76', 'name': 'Ensure API Gateway has Access Logging enabled', 'resource': 'AWS::ApiGateway::Stage.ApiStage'}, {'id': 'CKV_AWS_120', 'name': 'Ensure API Gateway caching is enabled', 'resource': 'AWS::ApiGateway::Stage.ApiStage'}, {'id': 'CKV_AWS_73', 'name': 'Ensure API Gateway has X-Ray Tracing enabled', 'resource': 'AWS::ApiGateway::Stage.ApiStage'}]}"
125,"We need a CloudFormation template that creates a secure REST API Gateway integrated with Amazon Simple Email Service (SES), which enables sending templated emails via HTTP endpoints while enforcing validation and rate limits. The template should provision an API Gateway with a POST method that transforms JSON payloads (containing `to`, `from`, `subject`, `text/html` content, etc.) into SES-compatible form data. It must configure an IAM role granting API Gateway permissions to invoke SES¡¯s `SendEmail` action and include request validation to ensure payloads adhere to a defined JSON schema. Security requirements include API key authentication, a usage plan with throttling (500 requests/second) and monthly quotas (10,000 requests), and encrypted API key handling. ",groud_truth\template\apigateway_ses.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_125_update_9_template_20250414_092814.yaml,TRUE,,,,9,moderate,77.77777778,63.63636364,,,FALSE,85,"{'total_checks': 20, 'passed_checks': 17, 'failed_checks': 3, 'pass_percentage': 85.0, 'failed_check_details': [{'id': 'CKV_AWS_76', 'name': 'Ensure API Gateway has Access Logging enabled', 'resource': 'AWS::ApiGateway::Stage.ApiStage'}, {'id': 'CKV_AWS_120', 'name': 'Ensure API Gateway caching is enabled', 'resource': 'AWS::ApiGateway::Stage.ApiStage'}, {'id': 'CKV_AWS_73', 'name': 'Ensure API Gateway has X-Ray Tracing enabled', 'resource': 'AWS::ApiGateway::Stage.ApiStage'}]}"
126,"We need a CloudFormation template that creates a REST API Gateway integrated with Amazon Kinesis Data Streams, which enables HTTP-based interaction for ingesting and retrieving streaming data without direct AWS SDK dependencies. The template should provision a Kinesis stream and an API Gateway with endpoints to PUT records (single or batch), GET records via shard iterators, and manage stream metadata. Security configurations include an IAM role granting API Gateway permissions to perform Kinesis actions (`PutRecord`, `GetRecords`, etc.). The API transforms incoming HTTP requests into Kinesis-compatible formats (e.g., base64 encoding data, handling partition keys) and routes them to the specified stream.",groud_truth\template\apigateway_kinesis.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_126_update_4_template_20250414_093020.yaml,TRUE,,,,4,moderate,53.84615385,87.5,,,FALSE,66.67,"{'total_checks': 15, 'passed_checks': 10, 'failed_checks': 5, 'pass_percentage': 66.67, 'failed_check_details': [{'id': 'CKV_AWS_59', 'name': 'Ensure there is no open access to back-end resources through API', 'resource': 'AWS::ApiGateway::Method.PutRecordMethod'}, {'id': 'CKV_AWS_59', 'name': 'Ensure there is no open access to back-end resources through API', 'resource': 'AWS::ApiGateway::Method.GetRecordsMethod'}, {'id': 'CKV_AWS_76', 'name': 'Ensure API Gateway has Access Logging enabled', 'resource': 'AWS::ApiGateway::Stage.ApiStage'}, {'id': 'CKV_AWS_120', 'name': 'Ensure API Gateway caching is enabled', 'resource': 'AWS::ApiGateway::Stage.ApiStage'}, {'id': 'CKV_AWS_73', 'name': 'Ensure API Gateway has X-Ray Tracing enabled', 'resource': 'AWS::ApiGateway::Stage.ApiStage'}]}"
127,"We need a CloudFormation template that creates an Amazon EFS file system with basic configurations for a testing environment, which establishes a shared storage solution in us-east-1a. ",groud_truth\template\efs_easy.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_127_update_13_template_20250414_102941.yaml,TRUE,,,,13,advanced,100,20,,,FALSE,80,"{'total_checks': 5, 'passed_checks': 4, 'failed_checks': 1, 'pass_percentage': 80.0, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.EFSSecurityGroup'}]}"
128,"We need a CloudFormation template that creates an automated solution for managing AWS Security Hub controls, which selectively disables specific compliance checks (CIS Benchmarks and AWS Foundational Security Best Practices) to tailor security monitoring to organizational requirements. The template deploys a Lambda function that programmatically updates Security Hub controls via the AWS SDK, enabling or disabling them based on user-provided parameters (e.g., `DisableCIS140Controls`). Security configurations include IAM roles with optional permissions boundaries and CloudWatch Logs retention policies. ",groud_truth\template\securityhub-controls.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_128_update_1_template_20250414_121057.yaml,TRUE,,,,1,,42.85714286,75,,,FALSE,70.59,"{'total_checks': 17, 'passed_checks': 12, 'failed_checks': 5, 'pass_percentage': 70.59, 'failed_check_details': [{'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.SecurityHubControlFunction'}, {'id': 'CKV_AWS_173', 'name': 'Check encryption settings for Lambda environment variable', 'resource': 'AWS::Lambda::Function.SecurityHubControlFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.SecurityHubControlFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.SecurityHubControlFunction'}, {'id': 'CKV_AWS_158', 'name': 'Ensure that CloudWatch Log Group is encrypted by KMS', 'resource': 'AWS::Logs::LogGroup.SecurityHubControlFunctionLogGroup'}]}"
129,"We need a CloudFormation template that creates a secure and compliant AWS Config setup with customizable retention policies and delivery configurations, which automates resource configuration tracking and audit logging across an AWS account. The template provisions an S3 bucket (or integrates with an existing one) to store configuration snapshots, an SNS topic for notifications, and configures AWS Config to record all resource changes with global coverage. Security measures include enforcing SSL for S3 bucket access, blocking public access, and optional IAM permission boundaries. A Lambda function dynamically manages retention periods (via custom resource) to align with compliance requirements (default: 2557 days) and adjusts delivery frequency (e.g., hourly/daily snapshots). ",groud_truth\template\config.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_129_update_4_template_20250414_121316.yaml,TRUE,,,,4,moderate,66.66666667,80,,,FALSE,87.5,"{'total_checks': 32, 'passed_checks': 28, 'failed_checks': 4, 'pass_percentage': 87.5, 'failed_check_details': [{'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.ConfigBucket'}, {'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.RetentionManagerFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.RetentionManagerFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.RetentionManagerFunction'}]}"
130,"We need a CloudFormation template that creates and manages an AWS account-wide IAM password policy with customizable security requirements, which enforces strong authentication practices for IAM users. The template configures parameters such as minimum password length (default: 14), mandatory character types (uppercase, lowercase, numbers, symbols), password expiration (e.g., 90 days), reuse prevention (e.g., 24 previous passwords), and self-service password changes. Security configurations include a Lambda function to dynamically apply/remove the policy via AWS SDK and optional IAM permission boundaries. ",groud_truth\template\account-password-policy.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_130_update_4_template_20250414_121515.yaml,TRUE,,,,4,moderate,60,100,,,FALSE,80,"{'total_checks': 15, 'passed_checks': 12, 'failed_checks': 3, 'pass_percentage': 80.0, 'failed_check_details': [{'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.PasswordPolicyFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.PasswordPolicyFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.PasswordPolicyFunction'}]}"
131,"We need a CloudFormation template that creates a centralized alerting system using Amazon SNS, which aggregates notifications from multiple AWS services (e.g., CloudWatch Alarms, RDS, S3, Budgets) and routes them to configurable endpoints like email, HTTP/HTTPS URLs, or a fallback email for delivery failures. The template provisions an SNS topic with a policy allowing authorized AWS services to publish alerts, along with subscriptions for user-defined endpoints (email, webhooks) and retry policies for HTTP(S) targets. A CloudWatch Alarm monitors failed notifications and triggers a fallback SNS topic to ensure redundancy. Note the email and httpsendpoints may not be provided, so consider add conditions.",groud_truth\template\alert.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_131_update_4_template_20250414_121713.yaml,TRUE,,,,4,moderate,87.5,100,,,FALSE,0,"{'total_checks': 2, 'passed_checks': 0, 'failed_checks': 2, 'pass_percentage': 0.0, 'failed_check_details': [{'id': 'CKV_AWS_26', 'name': 'Ensure all data stored in the SNS topic is encrypted', 'resource': 'AWS::SNS::Topic.PrimarySNSTopic'}, {'id': 'CKV_AWS_26', 'name': 'Ensure all data stored in the SNS topic is encrypted', 'resource': 'AWS::SNS::Topic.FallbackSNSTopic'}]}"
132,"We need a CloudFormation template that creates an AWS Batch environment for executing containerized batch jobs, which automates infrastructure setup for scalable data processing tasks (e.g., S3 file operations). The template provisions a VPC with a subnet, an S3 bucket for input/output data, and configures AWS Batch components: a compute environment (EC2-based, with `m5.large` instances), a job queue, and a job definition using a Docker image (default: `amazonlinux`). The job definition includes a sample script that installs the AWS CLI, copies an S3 object, and re-uploads it¡ªdemonstrating basic workflow automation. ",groud_truth\template\batch-demo.template.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_132_update_4_template_20250414_121853.yaml,TRUE,,,,4,moderate,100,68.75,,,FALSE,91.18,"{'total_checks': 34, 'passed_checks': 31, 'failed_checks': 3, 'pass_percentage': 91.18, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.BatchSecurityGroup'}, {'id': 'CKV_AWS_18', 'name': 'Ensure the S3 bucket has access logging enabled', 'resource': 'AWS::S3::Bucket.DataBucket'}, {'id': 'CKV_AWS_21', 'name': 'Ensure the S3 bucket has versioning enabled', 'resource': 'AWS::S3::Bucket.DataBucket'}]}"
133,"We need a CloudFormation template that creates a self-contained web server environment in AWS, which provisions a VPC, subnet, security group, and an EC2 instance preconfigured with Apache, PHP, and sample web content. The template deploys a `t2.micro` instance using the latest Amazon Linux AMI, configures HTTP access via a security group, and automates software installation/content deployment via a user data script. The instance retrieves a ZIP file from S3, unzips it into the web root, and hosts the content. ",groud_truth\template\arch7-lab1.template.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_133_update_5_template_20250414_122315.yaml,TRUE,,,,5,moderate,100,36.36363636,,,FALSE,76.92,"{'total_checks': 13, 'passed_checks': 10, 'failed_checks': 3, 'pass_percentage': 76.92, 'failed_check_details': [{'id': 'CKV_AWS_23', 'name': 'Ensure every security groups rule has a description', 'resource': 'AWS::EC2::SecurityGroup.WebServerSecurityGroup'}, {'id': 'CKV_AWS_24', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 22', 'resource': 'AWS::EC2::SecurityGroup.WebServerSecurityGroup'}, {'id': 'CKV_AWS_260', 'name': 'Ensure no security groups allow ingress from 0.0.0.0:0 to port 80', 'resource': 'AWS::EC2::SecurityGroup.WebServerSecurityGroup'}]}"
134,"We need a CloudFormation template that creates a basic AWS Lambda function. The template provisions a Lambda function with inline Node.js code that logs event details and returns a value from the input, along with an IAM role granting permissions to write logs to CloudWatch. ",groud_truth\template\lambda-demo.yaml,llm_generated_data/template/iterative/claude/claude-3-5-sonnet-20241022/row_134_update_1_template_20250414_122624.yaml,TRUE,,,,1,,66.66666667,100,,,FALSE,69.23,"{'total_checks': 13, 'passed_checks': 9, 'failed_checks': 4, 'pass_percentage': 69.23, 'failed_check_details': [{'id': 'CKV_AWS_116', 'name': 'Ensure that AWS Lambda function is configured for a Dead Letter Queue(DLQ)', 'resource': 'AWS::Lambda::Function.LambdaFunction'}, {'id': 'CKV_AWS_173', 'name': 'Check encryption settings for Lambda environment variable', 'resource': 'AWS::Lambda::Function.LambdaFunction'}, {'id': 'CKV_AWS_115', 'name': 'Ensure that AWS Lambda function is configured for function-level concurrent execution limit', 'resource': 'AWS::Lambda::Function.LambdaFunction'}, {'id': 'CKV_AWS_117', 'name': 'Ensure that AWS Lambda function is configured inside a VPC', 'resource': 'AWS::Lambda::Function.LambdaFunction'}]}"
