resource,service,total_props,required_props,required_names
AWS::Bedrock::PromptVersion,Bedrock,3,1,PromptArn
AWS::MPA::IdentitySource,MPA,2,1,IdentitySourceParameters
AWS::MSK::BatchScramSecret,MSK,2,1,ClusterArn
AWS::MemoryDB::User,MemoryDB,4,1,UserName
AWS::EventSchemas::Discoverer,EventSchemas,4,1,SourceArn
AWS::MemoryDB::MultiRegionCluster,MemoryDB,10,1,NodeType
AWS::BedrockAgentCore::ApiKeyCredentialProvider,BedrockAgentCore,3,1,Name
AWS::MemoryDB::ACL,MemoryDB,3,1,ACLName
AWS::BedrockAgentCore::BrowserProfile,BedrockAgentCore,3,1,Name
AWS::Cognito::ManagedLoginBranding,Cognito,6,1,UserPoolId
AWS::Events::Archive,Events,6,1,SourceArn
AWS::MediaPackage::Channel,MediaPackage,6,1,Id
AWS::FraudDetector::Outcome,FraudDetector,3,1,Name
AWS::FraudDetector::List,FraudDetector,5,1,Name
AWS::MediaStore::Container,MediaStore,7,1,ContainerName
AWS::Events::EventBus,Events,8,1,Name
AWS::MediaPackageV2::ChannelGroup,MediaPackageV2,3,1,ChannelGroupName
AWS::Events::EventBusPolicy,Events,3,1,StatementId
AWS::MediaPackage::PackagingGroup,MediaPackage,4,1,Id
AWS::FraudDetector::Label,FraudDetector,3,1,Name
AWS::Cognito::IdentityPoolRoleAttachment,Cognito,3,1,IdentityPoolId
AWS::Cases::Domain,Cases,2,1,Name
AWS::ElastiCache::GlobalReplicationGroup,ElastiCache,10,1,Members
AWS::NovaAct::WorkflowDefinition,NovaAct,3,1,Name
AWS::KendraRanking::ExecutionPlan,KendraRanking,4,1,Name
AWS::CodeArtifact::Domain,CodeArtifact,4,1,DomainName
AWS::Panorama::Package,Panorama,3,1,PackageName
AWS::Lambda::LayerVersion,Lambda,6,1,Content
AWS::PCS::Queue,PCS,5,1,ClusterId
AWS::Config::OrganizationConfigRule,Config,5,1,OrganizationConfigRuleName
AWS::PCAConnectorSCEP::Connector,PCAConnectorSCEP,4,1,CertificateAuthorityArn
AWS::PCAConnectorSCEP::Challenge,PCAConnectorSCEP,2,1,ConnectorArn
AWS::Greengrass::FunctionDefinition,Greengrass,3,1,Name
AWS::CloudWatch::AlarmMuteRule,CloudWatch,7,1,Rule
AWS::Config::DeliveryChannel,Config,6,1,S3BucketName
AWS::PCAConnectorAD::DirectoryRegistration,PCAConnectorAD,2,1,DirectoryId
AWS::PaymentCryptography::Alias,PaymentCryptography,2,1,AliasName
AWS::Lambda::Version,Lambda,6,1,FunctionName
AWS::Organizations::ResourcePolicy,Organizations,2,1,Content
AWS::Greengrass::Group,Greengrass,4,1,Name
AWS::Glue::Registry,Glue,3,1,Name
AWS::Batch::ComputeEnvironment,Batch,11,1,Type
AWS::KinesisAnalytics::Application,KinesisAnalytics,4,1,Inputs
AWS::Config::ConformancePack,Config,7,1,ConformancePackName
AWS::Config::ConfigurationRecorder,Config,4,1,RoleARN
AWS::OpsWorks::UserProfile,OpsWorks,4,1,IamUserArn
AWS::Config::OrganizationConformancePack,Config,7,1,OrganizationConformancePackName
AWS::Lambda::EventSourceMapping,Lambda,28,1,FunctionName
AWS::Batch::JobQueue,Batch,9,1,Priority
AWS::Pinpoint::APNSVoipChannel,Pinpoint,9,1,ApplicationId
AWS::Pinpoint::GCMChannel,Pinpoint,5,1,ApplicationId
AWS::CloudFront::KeyValueStore,CloudFront,4,1,Name
AWS::BCMDataExports::Export,BCMDataExports,2,1,Export
AWS::Backup::BackupPlan,Backup,2,1,BackupPlan
AWS::Pinpoint::ApplicationSettings,Pinpoint,5,1,ApplicationId
AWS::Greengrass::CoreDefinition,Greengrass,3,1,Name
AWS::Pinpoint::App,Pinpoint,2,1,Name
AWS::Pinpoint::APNSVoipSandboxChannel,Pinpoint,9,1,ApplicationId
AWS::CloudFormation::Publisher,CloudFormation,2,1,AcceptTermsAndConditions
AWS::Pinpoint::APNSSandboxChannel,Pinpoint,9,1,ApplicationId
AWS::Glue::UsageProfile,Glue,4,1,Name
AWS::Pinpoint::APNSChannel,Pinpoint,9,1,ApplicationId
AWS::Backup::BackupVault,Backup,6,1,BackupVaultName
AWS::Greengrass::DeviceDefinition,Greengrass,3,1,Name
AWS::EFS::AccessPoint,EFS,5,1,FileSystemId
AWS::Greengrass::ConnectorDefinition,Greengrass,3,1,Name
AWS::Personalize::DatasetGroup,Personalize,4,1,Name
AWS::CloudWatch::Dashboard,CloudWatch,2,1,DashboardBody
AWS::Lambda::CodeSigningConfig,Lambda,4,1,AllowedPublishers
AWS::Backup::Framework,Backup,4,1,FrameworkControls
AWS::Batch::JobDefinition,Batch,15,1,Type
AWS::IoTWireless::TaskDefinition,IoTWireless,6,1,AutoCreateTasks
AWS::CloudFront::KeyGroup,CloudFront,1,1,KeyGroupConfig
AWS::Greengrass::GroupVersion,Greengrass,8,1,GroupId
AWS::GuardDuty::Member,GuardDuty,6,1,Email
AWS::EMR::SecurityConfiguration,EMR,2,1,SecurityConfiguration
AWS::ObservabilityAdmin::TelemetryPipelines,ObservabilityAdmin,3,1,Configuration
AWS::Glue::IdentityCenterConfiguration,Glue,3,1,InstanceArn
AWS::OpenSearchServerless::Collection,OpenSearchServerless,8,1,Name
AWS::Bedrock::ApplicationInferenceProfile,Bedrock,4,1,InferenceProfileName
AWS::Omics::ReferenceStore,Omics,4,1,Name
AWS::Bedrock::Agent,Bedrock,20,1,AgentName
AWS::Lightsail::Domain,Lightsail,3,1,DomainName
AWS::CloudFormation::CustomResource,CloudFormation,2,1,ServiceToken
AWS::Glue::IntegrationResourceProperty,Glue,4,1,ResourceArn
AWS::Config::ConfigRule,Config,8,1,Source
AWS::Cognito::UserPoolUser,Cognito,8,1,UserPoolId
AWS::OpenSearchService::Application,OpenSearchService,7,1,Name
AWS::IoTSiteWise::AssetModel,IoTSiteWise,9,1,AssetModelName
AWS::CloudFormation::HookTypeConfig,CloudFormation,4,1,Configuration
AWS::Glue::DevEndpoint,Glue,15,1,RoleArn
AWS::EMRContainers::SecurityConfiguration,EMRContainers,4,1,SecurityConfigurationData
AWS::Greengrass::LoggerDefinition,Greengrass,3,1,Name
AWS::Omics::SequenceStore,Omics,9,1,Name
AWS::CloudFormation::PublicTypeVersion,CloudFormation,5,0,
AWS::WorkSpacesWeb::BrowserSettings,WorkSpacesWeb,5,0,
AWS::VpcLattice::Service,VpcLattice,6,0,
AWS::AmplifyUIBuilder::Theme,AmplifyUIBuilder,6,0,
AWS::ServiceCatalog::CloudFormationProvisionedProduct,ServiceCatalog,12,0,
AWS::WorkSpacesWeb::DataProtectionSettings,WorkSpacesWeb,6,0,
AWS::CloudFormation::WaitCondition,CloudFormation,3,0,
AWS::CloudWatch::Alarm,CloudWatch,22,0,
AWS::DocDB::DBCluster,DocDB,30,0,
AWS::AmplifyUIBuilder::Form,AmplifyUIBuilder,12,0,
AWS::ApiGateway::Account,ApiGateway,1,0,
AWS::Glue::Classifier,Glue,4,0,
AWS::WorkSpacesWeb::Portal,WorkSpacesWeb,16,0,
AWS::CloudTrail::Channel,CloudTrail,4,0,
AWS::DMS::Certificate,DMS,3,0,
AWS::VpcLattice::ServiceNetwork,VpcLattice,4,0,
AWS::Glue::DataQualityRuleset,Glue,6,0,
AWS::ServiceCatalog::PortfolioProductAssociation,ServiceCatalog,4,0,
AWS::IVSChat::Room,IVSChat,6,0,
AWS::XRay::TransactionSearchConfig,XRay,1,0,
AWS::ApiGateway::UsagePlan,ApiGateway,6,0,
AWS::GreengrassV2::ComponentVersion,GreengrassV2,3,0,
AWS::VpcLattice::ServiceNetworkVpcAssociation,VpcLattice,6,0,
AWS::XRay::SamplingRule,XRay,2,0,
AWS::IVS::EncoderConfiguration,IVS,3,0,
AWS::VpcLattice::ServiceNetworkServiceAssociation,VpcLattice,4,0,
AWS::KinesisVideo::Stream,KinesisVideo,7,0,
AWS::SecurityHub::Hub,SecurityHub,4,0,
AWS::WorkspacesInstances::WorkspaceInstance,WorkspacesInstances,2,0,
AWS::SecurityHub::HubV2,SecurityHub,1,0,
AWS::CloudFormation::ResourceDefaultVersion,CloudFormation,3,0,
AWS::LakeFormation::DataLakeSettings,LakeFormation,11,0,
AWS::ApiGateway::RestApi,ApiGateway,17,0,
AWS::Macie::Session,Macie,2,0,
AWS::DataSync::Agent,DataSync,6,0,
AWS::KMS::Key,KMS,12,0,
AWS::Inspector::AssessmentTarget,Inspector,2,0,
AWS::VpcLattice::ServiceNetworkResourceAssociation,VpcLattice,4,0,
AWS::SecurityLake::DataLake,SecurityLake,5,0,
AWS::Glue::Workflow,Glue,5,0,
AWS::ServiceCatalog::TagOptionAssociation,ServiceCatalog,2,0,
AWS::IAM::ServerCertificate,IAM,6,0,
AWS::ApiGateway::ClientCertificate,ApiGateway,2,0,
AWS::CloudTrail::EventDataStore,CloudTrail,16,0,
AWS::GameLift::Build,GameLift,6,0,
AWS::DMS::InstanceProfile,DMS,10,0,
AWS::Transfer::Server,Transfer,17,0,
AWS::DMS::MigrationProject,DMS,11,0,
AWS::CodeDeploy::Application,CodeDeploy,3,0,
AWS::IVS::Stage,IVS,3,0,
AWS::StepFunctions::StateMachineAlias,StepFunctions,4,0,
AWS::DSQL::Cluster,DSQL,5,0,
AWS::CodeBuild::Fleet,CodeBuild,12,0,
AWS::CloudTrail::Dashboard,CloudTrail,5,0,
AWS::CloudFormation::HookDefaultVersion,CloudFormation,3,0,
AWS::Detective::Graph,Detective,2,0,
AWS::DAX::ParameterGroup,DAX,3,0,
AWS::Logs::LogGroup,Logs,10,0,
AWS::Timestream::Database,Timestream,3,0,
AWS::Timestream::InfluxDBCluster,Timestream,18,0,
AWS::Timestream::InfluxDBInstance,Timestream,17,0,
AWS::Logs::LogAnomalyDetector,Logs,7,0,
AWS::LicenseManager::Grant,LicenseManager,7,0,
AWS::CloudFormation::TypeActivation,CloudFormation,10,0,
AWS::Glue::CustomEntityType,Glue,4,0,
AWS::Cassandra::Keyspace,Cassandra,4,0,
AWS::ServiceDiscovery::Service,ServiceDiscovery,9,0,
AWS::ApiGateway::DomainNameV2,ApiGateway,8,0,
AWS::IVS::IngestConfiguration,IVS,6,0,
AWS::IAM::ServiceLinkedRole,IAM,3,0,
AWS::ApiGateway::DomainName,ApiGateway,10,0,
AWS::ImageBuilder::Image,ImageBuilder,13,0,
AWS::Deadline::MeteredProduct,Deadline,2,0,
AWS::IVS::PlaybackKeyPair,IVS,3,0,
AWS::DLM::LifecyclePolicy,DLM,12,0,
AWS::APS::Workspace,APS,7,0,
AWS::IVS::PlaybackRestrictionPolicy,IVS,5,0,
AWS::IAM::User,IAM,8,0,
AWS::CodeDeploy::DeploymentConfig,CodeDeploy,5,0,
AWS::UXC::AccountCustomization,UXC,3,0,
AWS::Kinesis::Stream,Kinesis,9,0,
AWS::AmplifyUIBuilder::Component,AmplifyUIBuilder,14,0,
AWS::ApiGateway::ApiKey,ApiGateway,8,0,
AWS::IVS::PublicKey,IVS,3,0,
AWS::DevOpsGuru::LogAnomalyDetectionIntegration,DevOpsGuru,0,0,
AWS::CloudFormation::ModuleDefaultVersion,CloudFormation,3,0,
AWS::DataSync::LocationObjectStorage,DataSync,12,0,
AWS::SSMGuiConnect::Preferences,SSMGuiConnect,1,0,
AWS::SecurityAgent::Application,SecurityAgent,4,0,
AWS::IoT::Thing,IoT,2,0,
AWS::Connect::DataTableAttribute,Connect,7,0,
AWS::Route53::HostedZone,Route53,6,0,
AWS::Omics::RunGroup,Omics,6,0,
AWS::Connect::DataTable,Connect,7,0,
AWS::Omics::Workflow,Omics,18,0,
AWS::EMR::WALWorkspace,EMR,2,0,
AWS::RoboMaker::Fleet,RoboMaker,2,0,
AWS::OpenSearchServerless::SecurityConfig,OpenSearchServerless,6,0,
AWS::IoTWireless::ServiceProfile,IoTWireless,3,0,
AWS::IoT::ThingGroup,IoT,5,0,
AWS::EC2::VPC,EC2,7,0,
AWS::KinesisVideo::SignalingChannel,KinesisVideo,4,0,
AWS::OpenSearchService::Domain,OpenSearchService,22,0,
AWS::Batch::SchedulingPolicy,Batch,4,0,
AWS::RefactorSpaces::Environment,RefactorSpaces,4,0,
AWS::Config::ConfigurationAggregator,Config,4,0,
AWS::Route53::RecordSetGroup,Route53,4,0,
AWS::ObservabilityAdmin::TelemetryEnrichment,ObservabilityAdmin,1,0,
AWS::IoT::SoftwarePackage,IoT,3,0,
AWS::IoT::SecurityProfile,IoT,8,0,
AWS::Route53Resolver::ResolverDNSSECConfig,Route53Resolver,1,0,
AWS::ODB::CloudVmCluster,ODB,22,0,
AWS::IAM::Group,IAM,4,0,
AWS::EC2::TrafficMirrorFilter,EC2,3,0,
AWS::Route53Resolver::FirewallRuleGroup,Route53Resolver,3,0,
AWS::Route53Resolver::FirewallDomainList,Route53Resolver,4,0,
AWS::ODB::OdbNetwork,ODB,17,0,
AWS::Route53RecoveryReadiness::RecoveryGroup,Route53RecoveryReadiness,3,0,
AWS::Route53RecoveryReadiness::ReadinessCheck,Route53RecoveryReadiness,3,0,
AWS::Route53RecoveryReadiness::Cell,Route53RecoveryReadiness,3,0,
AWS::ODB::OdbPeeringConnection,ODB,6,0,
AWS::AppStream::Stack,AppStream,14,0,
AWS::EC2::TrafficMirrorTarget,EC2,5,0,
AWS::EC2::TransitGateway,EC2,14,0,
AWS::Connect::DataTableRecord,Connect,3,0,
AWS::EC2::VPCEncryptionControl,EC2,11,0,
AWS::Organizations::Organization,Organizations,1,0,
AWS::IoT::ThingType,IoT,4,0,
AWS::ECR::PublicRepository,ECR,4,0,
AWS::QuickSight::RefreshSchedule,QuickSight,3,0,
AWS::QuickSight::Folder,QuickSight,8,0,
AWS::QuickSight::DataSet,QuickSight,19,0,
AWS::ECS::TaskDefinition,ECS,17,0,
AWS::AuditManager::Assessment,AuditManager,10,0,
AWS::ECR::Repository,ECR,9,0,
AWS::IVS::Channel,IVS,10,0,
AWS::ECS::Service,ECS,26,0,
AWS::Proton::ServiceTemplate,Proton,6,0,
AWS::Proton::EnvironmentTemplate,Proton,6,0,
AWS::Proton::EnvironmentAccountConnection,Proton,7,0,
AWS::ECS::CapacityProvider,ECS,5,0,
AWS::PinpointEmail::DedicatedIpPool,PinpointEmail,2,0,
AWS::ECS::Cluster,ECS,7,0,
AWS::ECS::DaemonTaskDefinition,ECS,8,0,
AWS::ECR::PullThroughCacheRule,ECR,6,0,
AWS::QuickSight::Topic,QuickSight,10,0,
AWS::IoTFleetWise::SignalCatalog,IoTFleetWise,5,0,
AWS::QuickSight::VPCConnection,QuickSight,9,0,
AWS::EC2::VPCEndpointService,EC2,8,0,
AWS::AppSync::SourceApiAssociation,AppSync,4,0,
AWS::BackupGateway::Hypervisor,BackupGateway,7,0,
AWS::PCAConnectorAD::ServicePrincipalName,PCAConnectorAD,2,0,
AWS::ApplicationSignals::Discovery,ApplicationSignals,0,0,
AWS::IoT::TopicRuleDestination,IoT,3,0,
AWS::IoTAnalytics::Channel,IoTAnalytics,4,0,
AWS::RDS::GlobalCluster,RDS,8,0,
AWS::IoTAnalytics::Datastore,IoTAnalytics,6,0,
AWS::EC2::VerifiedAccessInstance,EC2,7,0,
AWS::RDS::DBInstance,RDS,81,0,
AWS::EFS::FileSystem,EFS,13,0,
AWS::RDS::DBCluster,RDS,61,0,
AWS::EC2::Volume,EC2,15,0,
AWS::HealthImaging::Datastore,HealthImaging,3,0,
AWS::ODB::CloudExadataInfrastructure,ODB,11,0,
AWS::Route53Resolver::ResolverQueryLoggingConfig,Route53Resolver,3,0,
AWS::Route53Resolver::ResolverQueryLoggingConfigAssociation,Route53Resolver,2,0,
AWS::SageMaker::Model,SageMaker,8,0,
AWS::MediaLive::Input,MediaLive,16,0,
AWS::MediaLive::InputSecurityGroup,MediaLive,2,0,
AWS::EC2::IPAM,EC2,7,0,
AWS::MediaLive::Multiplexprogram,MediaLive,6,0,
AWS::SageMaker::Cluster,SageMaker,11,0,
AWS::Events::Rule,Events,9,0,
AWS::SSO::Instance,SSO,2,0,
AWS::AppConfig::ExtensionAssociation,AppConfig,5,0,
AWS::EC2::IPAMResourceDiscovery,EC2,4,0,
AWS::IoT::BillingGroup,IoT,3,0,
AWS::EC2::Instance,EC2,41,0,
AWS::CloudFormation::WaitConditionHandle,CloudFormation,0,0,
AWS::ECS::Daemon,ECS,9,0,
AWS::Events::Connection,Events,6,0,
AWS::EC2::InternetGateway,EC2,1,0,
AWS::MediaLive::Cluster,MediaLive,5,0,
AWS::EC2::EIPAssociation,EC2,4,0,
AWS::IoTWireless::DeviceProfile,IoTWireless,3,0,
AWS::EC2::EIP,EC2,8,0,
AWS::ApiGatewayV2::Api,ApiGatewayV2,18,0,
AWS::SecretsManager::Secret,SecretsManager,8,0,
AWS::IoTWireless::PartnerAccount,IoTWireless,7,0,
AWS::Scheduler::ScheduleGroup,Scheduler,2,0,
AWS::SageMaker::Workteam,SageMaker,6,0,
AWS::EC2::CapacityReservationFleet,EC2,9,0,
AWS::IAM::SAMLProvider,IAM,7,0,
AWS::InspectorV2::CodeSecurityIntegration,InspectorV2,5,0,
AWS::MediaConvert::Queue,MediaConvert,6,0,
AWS::MediaLive::Channel,MediaLive,18,0,
AWS::SageMaker::NotebookInstanceLifecycleConfig,SageMaker,3,0,
AWS::InspectorV2::CodeSecurityScanConfiguration,InspectorV2,5,0,
AWS::MediaLive::ChannelPlacementGroup,MediaLive,4,0,
AWS::EC2::DHCPOptions,EC2,7,0,
AWS::SageMaker::ModelPackage,SageMaker,26,0,
AWS::AppMesh::Mesh,AppMesh,3,0,
AWS::EventSchemas::Registry,EventSchemas,3,0,
AWS::ODB::CloudAutonomousVmCluster,ODB,17,0,
AWS::SES::DedicatedIpPool,SES,3,0,
AWS::SES::ContactList,SES,4,0,
AWS::ElasticLoadBalancingV2::TrustStore,ElasticLoadBalancingV2,5,0,
AWS::SES::ConfigurationSet,SES,9,0,
AWS::SDB::Domain,SDB,1,0,
AWS::ElasticLoadBalancingV2::TargetGroup,ElasticLoadBalancingV2,20,0,
AWS::S3Vectors::VectorBucket,S3Vectors,3,0,
AWS::EC2::PlacementGroup,EC2,4,0,
AWS::ElasticLoadBalancingV2::LoadBalancer,ElasticLoadBalancingV2,14,0,
AWS::GroundStation::DataflowEndpointGroupV2,GroundStation,4,0,
AWS::NetworkManager::GlobalNetwork,NetworkManager,4,0,
AWS::IAM::OIDCProvider,IAM,4,0,
AWS::ElasticBeanstalk::Application,ElasticBeanstalk,3,0,
AWS::S3::Bucket,S3,25,0,
AWS::CloudWatch::AnomalyDetector,CloudWatch,8,0,
AWS::S3::AccessGrantsInstance,S3,2,0,
AWS::AppRunner::ObservabilityConfiguration,AppRunner,3,0,
AWS::ElasticLoadBalancingV2::TrustStoreRevocation,ElasticLoadBalancingV2,2,0,
AWS::SQS::Queue,SQS,16,0,
AWS::Elasticsearch::Domain,Elasticsearch,15,0,
AWS::Neptune::DBCluster,Neptune,25,0,
AWS::SNS::Topic,SNS,13,0,
AWS::EC2::NatGateway,EC2,12,0,
AWS::SMSVOICE::ProtectConfiguration,SMSVOICE,3,0,
AWS::EC2::NetworkInsightsAccessScope,EC2,3,0,
AWS::SMSVOICE::OptOutList,SMSVOICE,2,0,
AWS::SMSVOICE::ConfigurationSet,SMSVOICE,6,0,
AWS::SES::VdmAttributes,SES,2,0,
AWS::SES::Template,SES,2,0,
AWS::SES::ReceiptRuleSet,SES,1,0,
AWS::Cognito::UserPool,Cognito,29,0,
AWS::IoT::DomainConfiguration,IoT,13,0,
AWS::AppRunner::AutoScalingConfiguration,AppRunner,5,0,
AWS::SES::MailManagerArchive,SES,4,0,
AWS::SES::MailManagerAddressList,SES,2,0,
AWS::KinesisFirehose::DeliveryStream,KinesisFirehose,18,0,
