row_index,row_number,matched,difficulty_level,total_required_resources,total_generated_resources,correct_resources,missing_resources,extra_resources,coverage_pct,accuracy_pct,intent_coverage_pct,intent_correct,intent_needed,template_empty,parse_error,gt_missing,ground_truth_path,correct_resource_types,missing_resource_types,extra_resource_types,generated_resource_types,prompt
120,120,True,5,14,13,12,2,1,85.71,92.31,100.0,12,12,False,False,False,Data\groud_truth\template\sqs-pipes-batch-service.yaml,AWS::Batch::JobDefinition;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::Batch::JobQueue;AWS::EC2::VPC;AWS::Pipes::Pipe;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::Batch::ComputeEnvironment;AWS::SQS::Queue;AWS::EC2::SecurityGroup,AWS::Logs::LogGroup;AWS::EC2::SecurityGroupIngress,AWS::SQS::QueuePolicy,AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::SecurityGroup;AWS::SQS::Queue;AWS::SQS::QueuePolicy;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::Batch::ComputeEnvironment;AWS::Batch::JobQueue;AWS::Batch::JobDefinition;AWS::Pipes::Pipe,"We need a CloudFormation template that creates an event-driven AWS Batch job processing pipeline integrated with SQS and EventBridge Pipes, which automates the execution of containerized tasks in response to specific messages (e.g., ""OrderCreated""). The template should provision an SQS queue as the event source, an AWS Batch environment with a job queue and job definition, and an EventBridge Pipe to filter messages and trigger Batch jobs. Security configurations include IAM roles for Batch, Pipes, and ECS execution, along with VPC private subnets and security groups to isolate compute resources. "
121,121,True,4,9,26,9,0,17,100.0,34.62,,0,0,False,False,False,Data\groud_truth\template\eventbridge-schedule-to-ssm.yaml,AWS::IAM::Role;AWS::IAM::Role;AWS::EC2::Instance;AWS::EC2::Instance;AWS::S3::Bucket;AWS::Scheduler::Schedule;AWS::IAM::InstanceProfile;AWS::SSM::Association;AWS::SSM::Document,,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::IAM::Role;AWS::EC2::RouteTable;AWS::EC2::VPC;AWS::Lambda::Function;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroup,AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::EC2::SecurityGroup;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::EC2::VPCEndpoint;AWS::S3::Bucket;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::IAM::Role;AWS::SSM::Document;AWS::SSM::Association;AWS::IAM::Role;AWS::Lambda::Function;AWS::Scheduler::Schedule;AWS::EC2::Instance;AWS::EC2::Instance,"We need a CloudFormation template that creates a scheduled automation workflow using EventBridge Scheduler and AWS Systems Manager (SSM), which executes cross-platform scripts on tagged EC2 instances at regular intervals. The template should provision Linux and Windows EC2 instances (with SSM agent roles), an SSM document defining OS-specific commands (e.g., echoing ""Hello World!""), and an SSM State Manager Association to target instances tagged with `HelloWorld: true`. It must configure an EventBridge Schedule to trigger the SSM Association every 15 minutes, using an IAM role with permissions to invoke SSM actions. Security requirements include IAM roles for EC2 instances (with SSM/S3 access) and EventBridge, along with an S3 bucket to store execution logs. Outputs provide instance IDs, log bucket name, and schedule ARN for monitoring. "
122,122,True,3,6,5,5,1,0,83.33,100.0,,0,0,False,False,False,Data\groud_truth\template\ShopifyAPIDestination.yaml,AWS::Events::Connection;AWS::Events::Rule;AWS::IAM::Role;AWS::Events::EventBus;AWS::Events::ApiDestination,AWS::SQS::Queue,,AWS::Events::EventBus;AWS::Events::Connection;AWS::Events::ApiDestination;AWS::IAM::Role;AWS::Events::Rule,"We need a CloudFormation template that creates an EventBridge integration with ShopifyÂ¡Â¯s product creation API, which automates product updates in Shopify based on application events. The template should provision an EventBridge event bus to capture events from a specified source (`MyShopifyApp`), configure an API destination targeting ShopifyÂ¡Â¯s product creation endpoint, and authenticate requests using a Shopify admin API key (provided as a parameter). The name for the myshopify shop is testanu."
123,123,True,3,7,6,5,2,1,71.43,83.33,,0,0,False,False,False,Data\groud_truth\template\stripe.yaml,AWS::Events::Connection;AWS::Events::Rule;AWS::IAM::Role;AWS::Events::EventBus;AWS::Events::ApiDestination,AWS::SQS::QueuePolicy;AWS::SQS::Queue,AWS::SecretsManager::Secret,AWS::Events::EventBus;AWS::SecretsManager::Secret;AWS::Events::Connection;AWS::Events::ApiDestination;AWS::IAM::Role;AWS::Events::Rule,"We need a CloudFormation template that creates an EventBridge integration with Stripe's product API, which automates product creation in Stripe based on application events. The template should provision an EventBridge event bus to capture events from a specified source (`PartnerApp` with `PartnerAppDetailType`), configure an API destination targeting Stripe's endpoint (https://api.stripe.com/v1/products), and authenticate requests using an API key (provided via parameters) in the `Authorization` header. "
124,124,True,4,11,11,10,1,1,90.91,90.91,90.91,10,11,False,False,False,Data\groud_truth\template\api_with_dynamoDB.yaml,AWS::DynamoDB::Table;AWS::ApiGateway::Resource;AWS::ApiGateway::Deployment;AWS::IAM::Role;AWS::ApiGateway::RestApi;AWS::ApiGateway::UsagePlan;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::UsagePlanKey;AWS::ApiGateway::ApiKey,AWS::ApiGateway::Resource,AWS::ApiGateway::Stage,AWS::DynamoDB::Table;AWS::IAM::Role;AWS::ApiGateway::RestApi;AWS::ApiGateway::Resource;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Deployment;AWS::ApiGateway::Stage;AWS::ApiGateway::ApiKey;AWS::ApiGateway::UsagePlan;AWS::ApiGateway::UsagePlanKey,"We need a CloudFormation template that creates a secure REST API Gateway integrated with Amazon DynamoDB for managing music data, which enables CRUD operations (Create/Read) through HTTP endpoints. The template should provision a DynamoDB table (`Music`) with a global secondary index (`Artist-Index`) for querying by artist, and an API Gateway with two methods: a **POST** endpoint to add music entries (artist, album) and a **GET** endpoint to retrieve entries by artist. Security requirements include API key authentication, IAM roles for API Gateway to access DynamoDB, and a usage plan with rate limiting/throttling to control traffic."
125,125,True,4,9,12,9,0,3,100.0,75.0,100.0,9,9,False,False,False,Data\groud_truth\template\apigateway_ses.yaml,AWS::ApiGateway::Deployment;AWS::IAM::Role;AWS::ApiGateway::RequestValidator;AWS::ApiGateway::Model;AWS::ApiGateway::RestApi;AWS::ApiGateway::UsagePlan;AWS::ApiGateway::Method;AWS::ApiGateway::UsagePlanKey;AWS::ApiGateway::ApiKey,,AWS::ApiGateway::Resource;AWS::Lambda::Function;AWS::Lambda::Permission,AWS::ApiGateway::RestApi;AWS::ApiGateway::Resource;AWS::ApiGateway::Model;AWS::ApiGateway::RequestValidator;AWS::IAM::Role;AWS::Lambda::Function;AWS::ApiGateway::Method;AWS::Lambda::Permission;AWS::ApiGateway::Deployment;AWS::ApiGateway::UsagePlan;AWS::ApiGateway::ApiKey;AWS::ApiGateway::UsagePlanKey,"We need a CloudFormation template that creates a secure REST API Gateway integrated with Amazon Simple Email Service (SES), which enables sending templated emails via HTTP endpoints while enforcing validation and rate limits. The template should provision an API Gateway with a POST method that transforms JSON payloads (containing `to`, `from`, `subject`, `text/html` content, etc.) into SES-compatible form data. It must configure an IAM role granting API Gateway permissions to invoke SESÂ¡Â¯s `SendEmail` action and include request validation to ensure payloads adhere to a defined JSON schema. Security requirements include API key authentication, a usage plan with throttling (500 requests/second) and monthly quotas (10,000 requests), and encrypted API key handling. "
126,126,True,5,13,16,13,0,3,100.0,81.25,100.0,8,8,False,False,False,Data\groud_truth\template\apigateway_kinesis.yaml,AWS::Kinesis::Stream;AWS::ApiGateway::Resource;AWS::ApiGateway::Resource;AWS::ApiGateway::Resource;AWS::ApiGateway::Resource;AWS::ApiGateway::Resource;AWS::ApiGateway::Deployment;AWS::IAM::Role;AWS::ApiGateway::RestApi;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Method,,AWS::ApiGateway::Stage;AWS::ApiGateway::Method;AWS::ApiGateway::Method,AWS::Kinesis::Stream;AWS::IAM::Role;AWS::ApiGateway::RestApi;AWS::ApiGateway::Resource;AWS::ApiGateway::Resource;AWS::ApiGateway::Resource;AWS::ApiGateway::Resource;AWS::ApiGateway::Resource;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Method;AWS::ApiGateway::Deployment;AWS::ApiGateway::Stage,"We need a CloudFormation template that creates a REST API Gateway integrated with Amazon Kinesis Data Streams, which enables HTTP-based interaction for ingesting and retrieving streaming data without direct AWS SDK dependencies. The template should provision a Kinesis stream and an API Gateway with endpoints to PUT records (single or batch), GET records via shard iterators, and manage stream metadata. Security configurations include an IAM role granting API Gateway permissions to perform Kinesis actions (`PutRecord`, `GetRecords`, etc.). The API transforms incoming HTTP requests into Kinesis-compatible formats (e.g., base64 encoding data, handling partition keys) and routes them to the specified stream."
127,127,True,1,1,5,1,0,4,100.0,20.0,100.0,1,1,False,False,False,Data\groud_truth\template\efs_easy.yaml,AWS::EFS::FileSystem,,AWS::EFS::MountTarget;AWS::EC2::VPC;AWS::EC2::SecurityGroup;AWS::EC2::Subnet,AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::SecurityGroup;AWS::EFS::FileSystem;AWS::EFS::MountTarget,"We need a CloudFormation template that creates an Amazon EFS file system with basic configurations for a testing environment, which establishes a shared storage solution in us-east-1a. "
128,128,True,5,7,9,3,4,6,42.86,33.33,,0,0,False,False,False,Data\groud_truth\template\securityhub-controls.yaml,AWS::Logs::LogGroup;AWS::IAM::Role;AWS::Lambda::Function,AWS::IAM::Policy;Custom::CIS120;Custom::CIS140;Custom::FSBP100,AWS::CloudFormation::CustomResource;AWS::CloudFormation::CustomResource;AWS::Events::Rule;AWS::IAM::Role;AWS::Lambda::Permission;AWS::Lambda::Function,AWS::Logs::LogGroup;AWS::IAM::Role;AWS::IAM::Role;AWS::Lambda::Function;AWS::CloudFormation::CustomResource;AWS::Lambda::Function;AWS::CloudFormation::CustomResource;AWS::Events::Rule;AWS::Lambda::Permission,"We need a CloudFormation template that creates an automated solution for managing AWS Security Hub controls, which selectively disables specific compliance checks (CIS Benchmarks and AWS Foundational Security Best Practices) to tailor security monitoring to organizational requirements. The template deploys a Lambda function that programmatically updates Security Hub controls via the AWS SDK, enabling or disabling them based on user-provided parameters (e.g., `DisableCIS140Controls`). Security configurations include IAM roles with optional permissions boundaries and CloudWatch Logs retention policies. "
129,129,True,5,12,11,8,4,3,66.67,72.73,80.0,8,10,False,False,False,Data\groud_truth\template\config.yaml,AWS::Config::DeliveryChannel;AWS::IAM::Role;AWS::IAM::Role;AWS::S3::Bucket;AWS::Config::ConfigurationRecorder;AWS::Lambda::Function;AWS::SNS::Topic;AWS::S3::BucketPolicy,AWS::IAM::Role;AWS::IAM::Policy;AWS::Logs::LogGroup;Custom::RetentionConfiguration,AWS::KMS::Key;Custom::ConfigLifecycle;AWS::KMS::Alias,AWS::KMS::Key;AWS::KMS::Alias;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::SNS::Topic;AWS::IAM::Role;AWS::Config::ConfigurationRecorder;AWS::Config::DeliveryChannel;AWS::IAM::Role;AWS::Lambda::Function;Custom::ConfigLifecycle,"We need a CloudFormation template that creates a secure and compliant AWS Config setup with customizable retention policies and delivery configurations, which automates resource configuration tracking and audit logging across an AWS account. The template provisions an S3 bucket (or integrates with an existing one) to store configuration snapshots, an SNS topic for notifications, and configures AWS Config to record all resource changes with global coverage. Security measures include enforcing SSL for S3 bucket access, blocking public access, and optional IAM permission boundaries. A Lambda function dynamically manages retention periods (via custom resource) to align with compliance requirements (default: 2557 days) and adjusts delivery frequency (e.g., hourly/daily snapshots). "
130,130,True,5,5,3,2,3,1,40.0,66.67,,0,0,False,False,False,Data\groud_truth\template\account-password-policy.yaml,AWS::Lambda::Function;AWS::IAM::Role,Custom::PasswordPolicy;AWS::Logs::LogGroup;AWS::IAM::Policy,AWS::CloudFormation::CustomResource,AWS::IAM::Role;AWS::Lambda::Function;AWS::CloudFormation::CustomResource,"We need a CloudFormation template that creates and manages an AWS account-wide IAM password policy with customizable security requirements, which enforces strong authentication practices for IAM users. The template configures parameters such as minimum password length (default: 14), mandatory character types (uppercase, lowercase, numbers, symbols), password expiration (e.g., 90 days), reuse prevention (e.g., 24 previous passwords), and self-service password changes. Security configurations include a Lambda function to dynamically apply/remove the policy via AWS SDK and optional IAM permission boundaries. "
131,131,True,4,8,8,7,1,1,87.5,87.5,87.5,7,8,False,False,False,Data\groud_truth\template\alert.yaml,AWS::SNS::Topic;AWS::SNS::Topic;AWS::SNS::Subscription;AWS::SNS::Subscription;AWS::SNS::Subscription;AWS::SNS::TopicPolicy;AWS::CloudWatch::Alarm,AWS::SNS::Subscription,AWS::SNS::TopicPolicy,AWS::SNS::Topic;AWS::SNS::TopicPolicy;AWS::SNS::Subscription;AWS::SNS::Subscription;AWS::SNS::Topic;AWS::SNS::TopicPolicy;AWS::SNS::Subscription;AWS::CloudWatch::Alarm,"We need a CloudFormation template that creates a centralized alerting system using Amazon SNS, which aggregates notifications from multiple AWS services (e.g., CloudWatch Alarms, RDS, S3, Budgets) and routes them to configurable endpoints like email, HTTP/HTTPS URLs, or a fallback email for delivery failures. The template provisions an SNS topic with a policy allowing authorized AWS services to publish alerts, along with subscriptions for user-defined endpoints (email, webhooks) and retry policies for HTTP(S) targets. A CloudWatch Alarm monitors failed notifications and triggers a fallback SNS topic to ensure redundancy. Note the email and httpsendpoints may not be provided, so consider add conditions."
132,132,True,4,11,17,10,1,7,90.91,58.82,100.0,9,9,False,False,False,Data\groud_truth\template\batch-demo.template.yaml,AWS::Batch::JobDefinition;AWS::IAM::Role;AWS::IAM::Role;AWS::Batch::JobQueue;AWS::S3::Bucket;AWS::EC2::VPC;AWS::IAM::InstanceProfile;AWS::EC2::Subnet;AWS::Batch::ComputeEnvironment;AWS::EC2::SecurityGroup,AWS::IAM::Role,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::SubnetRouteTableAssociation;AWS::S3::BucketPolicy;AWS::EC2::VPCEndpoint,AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::VPCEndpoint;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::EC2::SecurityGroup;AWS::Batch::ComputeEnvironment;AWS::Batch::JobQueue;AWS::Batch::JobDefinition,"We need a CloudFormation template that creates an AWS Batch environment for executing containerized batch jobs, which automates infrastructure setup for scalable data processing tasks (e.g., S3 file operations). The template provisions a VPC with a subnet, an S3 bucket for input/output data, and configures AWS Batch components: a compute environment (EC2-based, with `m5.large` instances), a job queue, and a job definition using a Docker image (default: `amazonlinux`). The job definition includes a sample script that installs the AWS CLI, copies an S3 object, and re-uploads itÂ¡Âªdemonstrating basic workflow automation. "
133,133,True,3,4,16,4,0,12,100.0,25.0,,0,0,False,False,False,Data\groud_truth\template\arch7-lab1.template.yaml,AWS::EC2::Instance;AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::SecurityGroup,,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::CloudFormation::CustomResource;AWS::EC2::VPCGatewayAttachment;AWS::IAM::Role;AWS::IAM::Role;AWS::EC2::RouteTable;AWS::S3::Bucket;AWS::Lambda::Function;AWS::EC2::SubnetRouteTableAssociation;AWS::IAM::InstanceProfile;AWS::S3::BucketPolicy,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::S3::Bucket;AWS::S3::BucketPolicy;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::IAM::Role;AWS::Lambda::Function;AWS::CloudFormation::CustomResource;AWS::EC2::Instance,"We need a CloudFormation template that creates a self-contained web server environment in AWS, which provisions a VPC, subnet, security group, and an EC2 instance preconfigured with Apache, PHP, and sample web content. The template deploys a `t2.micro` instance using the latest Amazon Linux AMI, configures HTTP access via a security group, and automates software installation/content deployment via a user data script. The instance retrieves a ZIP file from S3, unzips it into the web root, and hosts the content. "
134,134,True,2,3,2,2,1,0,66.67,100.0,100.0,2,2,False,False,False,Data\groud_truth\template\lambda-demo.yaml,AWS::Lambda::Function;AWS::IAM::Role,AWS::IAM::Policy,,AWS::IAM::Role;AWS::Lambda::Function,"We need a CloudFormation template that creates a basic AWS Lambda function. The template provisions a Lambda function with inline Node.js code that logs event details and returns a value from the input, along with an IAM role granting permissions to write logs to CloudWatch. "
135,135,True,3,5,5,5,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\cloudfront-demo-api.yaml,AWS::CloudFront::Distribution;AWS::ApiGateway::Resource;AWS::ApiGateway::Deployment;AWS::ApiGateway::RestApi;AWS::ApiGateway::Method,,,AWS::ApiGateway::RestApi;AWS::ApiGateway::Resource;AWS::ApiGateway::Method;AWS::ApiGateway::Deployment;AWS::CloudFront::Distribution,"We need a CloudFormation template that creates a CloudFront distribution which fronts a regional API Gateway REST API with a mock backend. The solution should define an API Gateway with a `/hello` GET endpoint returning a static ""hello world"" JSON response.  Configure CloudFront to route requests to the API GatewayÂ¡Â¯s production stage, disabling caching to ensure real-time responses. Ensure the CloudFront distribution uses HTTPS for origin communication and enforces HTTPS redirection for end users.  "
136,136,True,4,5,2,2,3,0,40.0,100.0,,0,0,False,False,False,Data\groud_truth\template\permission-boundary-demo.yaml,AWS::IAM::ManagedPolicy;AWS::IAM::Role,AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy;AWS::IAM::ManagedPolicy,,AWS::IAM::ManagedPolicy;AWS::IAM::Role,"We need a CloudFormation template that creates an IAM role with configurable permission boundaries which enforces governance controls for developer-created IAM resources. The solution should create a role with broad IAM privileges but conditionally apply permission boundaries to limit unintended escalation of permissions. Allow developers to create/modify roles and policies only if they adhere to naming prefixes (e.g., `MyTeam*`), mandatory `Owner` tags, and include a permission boundary policy. Provide a toggle parameter to enable/disable strict boundary enforcement, switching between permissive and restricted IAM policies. Define a default permission boundary policy that restricts actions to S3 and read-only IAM operations, overriding any permissions of roles created by developers. Ensure all developer-managed IAM resources are tagged with a team-specific `Owner` tag for accountability and resource tracking. "
137,137,True,4,8,8,8,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\appsync-demo.yaml,AWS::AppSync::GraphQLSchema;AWS::AppSync::GraphQLApi;AWS::IAM::Role;AWS::IAM::Role;AWS::AppSync::DataSource;AWS::AppSync::Resolver;AWS::AppSync::ApiKey;AWS::Lambda::Function,,,AWS::IAM::Role;AWS::Lambda::Function;AWS::IAM::Role;AWS::AppSync::GraphQLApi;AWS::AppSync::GraphQLSchema;AWS::AppSync::ApiKey;AWS::AppSync::DataSource;AWS::AppSync::Resolver,"We need a CloudFormation template that creates an AppSync GraphQL API with a Lambda backend which provides a serverless pet inventory query service. The solution should deploy a Lambda function returning mock pet data (ID, name, type) as a static dataset. Define an AppSync GraphQL API (`PetShopAPI`) with API_KEY authentication for anonymous access and a schema supporting a `getPets` query to fetch pet details. Configure IAM roles for Lambda execution and AppSync-to-Lambda invocation, ensuring least privilege. Link the AppSync resolver to the Lambda data source using request/response mapping templates to transform the Lambda output into the GraphQL schema format.  "
138,138,True,5,13,13,13,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\arch-lab1-demo.yaml,AWS::EC2::InternetGateway;AWS::DynamoDB::Table;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::IAM::Role;AWS::EC2::RouteTable;AWS::EC2::Instance;AWS::S3::Bucket;AWS::EC2::VPC;AWS::EC2::SubnetRouteTableAssociation;AWS::IAM::InstanceProfile;AWS::EC2::Subnet;AWS::EC2::SecurityGroup,,,AWS::EC2::VPC;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::Subnet;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::S3::Bucket;AWS::DynamoDB::Table;AWS::EC2::Instance,"We need a CloudFormation template that creates a web application environment with integrated S3, DynamoDB, and EC2 resources. The solution should deploy an EC2 instance in a VPC with public subnet access, configured with Apache/PHP and preloaded lab files to serve a web application. Create an S3 bucket to host static assets (images, jQuery libraries) and a DynamoDB table (`AWS-Services`) with composite keys for structured data storage.  Attach an IAM role to the EC2 instance granting full S3 and DynamoDB access, enabling automated asset uploads and database population via UserData scripts. Automate application setup during instance bootstrapping, including PHP/AWS SDK installation, dynamic region/bucket configuration, and DynamoDB data ingestion from JSON files. "
139,139,True,3,4,3,3,1,0,75.0,100.0,,0,0,False,False,False,Data\groud_truth\template\custom-resource-example.yaml,AWS::Lambda::Function;Custom::helper;AWS::IAM::Role,AWS::IAM::Policy,,AWS::IAM::Role;AWS::Lambda::Function;Custom::helper,"We need a CloudFormation template that creates a custom resource using AWS Lambda which demonstrates dynamic parameter processing and controlled success/failure scenarios during stack operations. The solution should deploy a Lambda function to perform arithmetic operations (addition, subtraction, multiplication, division) based on user-provided parameters (`FirstNumber`, `SecondNumber`, `Operator`). Implement a conditional failure mechanism via a parameter to simulate custom resource errors for testing purposes. Define a `Custom::helper` resource that invokes the Lambda during stack creation/updates and propagates calculation results to CloudFormation outputs. "
140,140,True,4,7,5,5,2,0,71.43,100.0,,0,0,False,False,False,Data\groud_truth\template\stepfunction-calculator.yaml,AWS::Lambda::Function;AWS::StepFunctions::StateMachine;AWS::Logs::LogGroup;AWS::IAM::Role;AWS::IAM::Role,AWS::IAM::Policy;AWS::IAM::Policy,,AWS::IAM::Role;AWS::Logs::LogGroup;AWS::Lambda::Function;AWS::IAM::Role;AWS::StepFunctions::StateMachine,"We need a CloudFormation template that creates a serverless calculator workflow using AWS Step Functions and Lambda which processes arithmetic operations based on dynamic input. The solution should define a Step Functions state machine (`Calculator-StateMachine`) with a choice state to route requests to the appropriate arithmetic operation (add, subtract, multiply, divide) or fail for unsupported operators. It should deploy a Lambda function (`Calculator`) to execute calculations using input parameters (`operator` and `operands`), returning results to the workflow. Configure a CloudWatch Logs group for the Lambda function to retain logs for 3 days, simplifying debugging and cleanup.  "
141,141,True,5,12,10,7,5,3,58.33,70.0,58.33,7,12,False,False,False,Data\groud_truth\template\stepfunction-recognition.yaml,AWS::Lambda::Function;AWS::Events::Rule;AWS::StepFunctions::StateMachine;AWS::IAM::Role;AWS::IAM::Role;AWS::IAM::Role;AWS::S3::Bucket,AWS::Logs::LogGroup;Custom::helper;AWS::IAM::Policy;AWS::IAM::Policy;AWS::IAM::Policy,AWS::SNS::Topic;AWS::CloudFormation::CustomResource;AWS::SNS::Subscription,AWS::S3::Bucket;AWS::SNS::Topic;AWS::SNS::Subscription;AWS::IAM::Role;AWS::StepFunctions::StateMachine;AWS::IAM::Role;AWS::Events::Rule;AWS::IAM::Role;AWS::Lambda::Function;AWS::CloudFormation::CustomResource,"We need a CloudFormation template that creates an automated image recognition pipeline using Step Functions, S3, and Amazon Rekognition which triggers SMS alerts when human faces are detected in uploaded images. The solution should deploy an S3 bucket with EventBridge notifications enabled to detect image uploads and initiate a Step Functions workflow. Define a Step Functions state machine that validates image file extensions, invokes Amazon Rekognition to detect ""Human"" or ""Person"" labels, and sends SMS alerts via SNS if detected, using a phone number (+14071113333`).  Configure IAM roles for EventBridge (to trigger Step Functions) and the state machine (to access S3, Rekognition, and SNS), ensuring least-privilege permissions. Include a custom Lambda resource to empty the S3 bucket during stack deletion, avoiding retention conflicts.  "
142,142,True,5,16,16,16,0,0,100.0,100.0,,0,0,False,False,False,Data\groud_truth\template\systems-manager-demo.yaml,AWS::EC2::InternetGateway;AWS::EC2::Route;AWS::EC2::VPCGatewayAttachment;AWS::IAM::Role;AWS::EC2::RouteTable;AWS::AutoScaling::AutoScalingGroup;AWS::AutoScaling::AutoScalingGroup;AWS::EC2::VPC;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::IAM::InstanceProfile;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::LaunchTemplate;AWS::EC2::LaunchTemplate;AWS::EC2::SecurityGroup,,,AWS::EC2::VPC;AWS::EC2::Subnet;AWS::EC2::Subnet;AWS::EC2::InternetGateway;AWS::EC2::VPCGatewayAttachment;AWS::EC2::RouteTable;AWS::EC2::Route;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SubnetRouteTableAssociation;AWS::EC2::SecurityGroup;AWS::IAM::Role;AWS::IAM::InstanceProfile;AWS::EC2::LaunchTemplate;AWS::EC2::LaunchTemplate;AWS::AutoScaling::AutoScalingGroup;AWS::AutoScaling::AutoScalingGroup,"We need a CloudFormation template that creates EC2 instances managed by AWS Systems Manager (SSM). The solution should deploy Auto Scaling Groups with launch templates for both Linux (Amazon Linux 2) and Windows instances, using SSM Parameter Store to fetch the latest AMIs dynamically. Configure a VPC with public subnets, internet gateway, and security groups to allow HTTP access and ensure instances are network-accessible for SSM operations. Attach IAM roles (`SSMRole`) with `AmazonEC2RoleforSSM` policy to instances, granting permissions for SSM agent communication and management tasks (e.g., Run Command, Patch Manager). Automate SSM agent installation on Linux instances via user data scripts, while leveraging pre-configured SSM integration for Windows AMIs. "
143,143,True,3,7,7,6,1,1,85.71,85.71,,0,0,False,False,False,Data\groud_truth\template\arch7-lab6.yaml,AWS::CloudFront::Distribution;AWS::CloudFront::CloudFrontOriginAccessIdentity;AWS::S3::BucketPolicy;AWS::IAM::Role;AWS::S3::Bucket;AWS::Lambda::Function,Custom::cleanup,AWS::CloudFormation::CustomResource,AWS::S3::Bucket;AWS::CloudFront::CloudFrontOriginAccessIdentity;AWS::S3::BucketPolicy;AWS::CloudFront::Distribution;AWS::IAM::Role;AWS::Lambda::Function;AWS::CloudFormation::CustomResource,"We need a CloudFormation template that creates a secure static website hosted on S3 with CloudFront CDN integration which automates content deployment and cleanup. The solution should deploy an S3 bucket configured with public read access for CloudFront via an Origin Access Identity (OAI), ensuring secure content delivery without exposing the bucket directly to the internet. Create a CloudFront distribution with HTTPS enforcement, caching disabled, and integration with the S3 bucket to serve static content globally.  Use a custom Lambda resource to automatically populate the S3 bucket with a default `index.html` file during stack creation and empty the bucket during stack deletion, avoiding retention conflicts.  "
